job,marital,education,default,age,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
management,married,tertiary,no,34,101,yes,no,cellular,13,aug,209,5,-1,0,unknown,no
management,married,tertiary,no,36,396,no,no,cellular,13,aug,67,5,-1,0,unknown,no
admin.,single,tertiary,no,32,497,yes,no,cellular,13,aug,132,4,-1,0,unknown,no
admin.,married,tertiary,no,30,631,no,no,cellular,13,aug,293,3,-1,0,unknown,no
technician,married,tertiary,no,42,1361,no,no,cellular,13,aug,75,5,-1,0,unknown,no
technician,married,secondary,no,34,2959,no,no,cellular,13,aug,413,5,-1,0,unknown,no
blue-collar,married,primary,no,56,379,no,no,cellular,13,aug,58,5,-1,0,unknown,no
technician,single,secondary,no,40,-239,no,no,cellular,13,aug,399,2,-1,0,unknown,no
management,single,tertiary,no,37,455,yes,no,cellular,13,aug,904,6,-1,0,unknown,yes
management,single,tertiary,no,59,684,no,no,cellular,13,aug,48,13,-1,0,unknown,no
management,single,tertiary,no,31,1494,no,no,cellular,13,aug,275,12,-1,0,unknown,no
management,married,tertiary,no,38,120,no,no,cellular,13,aug,449,4,-1,0,unknown,no
blue-collar,married,secondary,no,45,241,no,no,cellular,13,aug,536,5,-1,0,unknown,no
housemaid,married,secondary,no,40,163,no,no,cellular,13,aug,158,7,-1,0,unknown,no
technician,married,secondary,no,42,1355,no,no,cellular,13,aug,113,6,-1,0,unknown,no
management,single,tertiary,no,42,525,no,no,cellular,13,aug,127,2,-1,0,unknown,no
retired,married,secondary,no,58,8332,no,no,cellular,13,aug,740,4,-1,0,unknown,no
blue-collar,divorced,primary,no,50,171,no,no,cellular,14,aug,75,3,-1,0,unknown,no
admin.,married,unknown,no,48,3756,no,no,cellular,14,aug,65,10,-1,0,unknown,no
technician,divorced,secondary,no,52,-558,no,no,cellular,14,aug,152,5,-1,0,unknown,no
technician,married,secondary,no,52,1064,no,no,cellular,14,aug,106,2,-1,0,unknown,no
management,married,tertiary,no,40,8902,yes,no,cellular,14,aug,464,5,-1,0,unknown,no
management,married,tertiary,no,31,512,yes,no,cellular,14,aug,96,3,-1,0,unknown,no
management,married,tertiary,no,35,178,no,no,cellular,14,aug,76,2,-1,0,unknown,no
management,single,tertiary,no,38,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
housemaid,married,primary,no,51,137,no,no,cellular,14,aug,169,2,-1,0,unknown,no
housemaid,married,primary,no,48,469,no,no,cellular,14,aug,103,2,-1,0,unknown,no
management,single,tertiary,no,35,467,yes,no,cellular,14,aug,82,2,-1,0,unknown,no
technician,single,secondary,no,30,160,no,no,cellular,14,aug,90,2,-1,0,unknown,no
services,married,secondary,no,54,869,no,no,cellular,14,aug,152,2,-1,0,unknown,no
technician,married,secondary,no,34,903,yes,no,cellular,14,aug,67,2,-1,0,unknown,no
technician,married,secondary,no,36,930,no,no,cellular,14,aug,175,2,-1,0,unknown,no
management,married,tertiary,no,36,406,no,no,cellular,14,aug,123,2,-1,0,unknown,no
technician,married,secondary,no,42,27,no,no,cellular,14,aug,259,4,-1,0,unknown,no
admin.,married,secondary,no,58,855,no,no,cellular,14,aug,81,2,-1,0,unknown,no
management,single,tertiary,no,38,2454,yes,no,cellular,14,aug,373,2,-1,0,unknown,no
housemaid,married,secondary,no,40,864,no,no,cellular,14,aug,36,2,-1,0,unknown,no
technician,divorced,secondary,no,34,-324,no,no,cellular,14,aug,166,4,-1,0,unknown,no
management,married,tertiary,no,48,732,no,no,cellular,14,aug,157,2,-1,0,unknown,no
admin.,divorced,secondary,no,39,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown,no
technician,married,secondary,no,33,620,no,no,cellular,14,aug,106,2,-1,0,unknown,no
technician,divorced,secondary,no,57,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,yes
technician,divorced,secondary,no,37,2686,no,no,cellular,14,aug,144,4,-1,0,unknown,no
blue-collar,married,secondary,no,53,427,no,yes,cellular,14,aug,360,4,-1,0,unknown,no
technician,married,secondary,no,39,5574,no,no,cellular,14,aug,102,2,-1,0,unknown,no
technician,divorced,secondary,no,43,64,yes,no,cellular,14,aug,55,2,-1,0,unknown,no
blue-collar,married,primary,no,59,3062,yes,no,cellular,14,aug,87,2,-1,0,unknown,no
unemployed,married,tertiary,no,32,394,yes,no,cellular,14,aug,266,2,-1,0,unknown,no
technician,married,tertiary,no,42,13410,no,yes,cellular,14,aug,149,2,-1,0,unknown,no
retired,married,secondary,no,58,2553,no,no,cellular,14,aug,366,2,-1,0,unknown,no
technician,single,tertiary,no,33,68,no,no,cellular,14,aug,96,2,-1,0,unknown,no
technician,married,tertiary,no,48,648,no,no,cellular,14,aug,85,2,-1,0,unknown,no
management,married,tertiary,no,43,354,no,no,cellular,14,aug,169,10,-1,0,unknown,no
management,married,secondary,no,36,3,no,no,cellular,14,aug,250,2,-1,0,unknown,no
technician,single,secondary,no,35,1717,no,no,cellular,14,aug,206,2,-1,0,unknown,no
unknown,married,primary,no,57,270,no,no,cellular,14,aug,526,2,-1,0,unknown,no
technician,married,secondary,no,36,2394,no,no,cellular,14,aug,184,2,-1,0,unknown,no
management,divorced,tertiary,no,43,1819,no,yes,cellular,14,aug,41,2,-1,0,unknown,no
management,divorced,tertiary,no,41,20479,no,no,cellular,14,aug,229,2,-1,0,unknown,no
admin.,married,secondary,no,47,6703,no,no,cellular,14,aug,252,3,-1,0,unknown,no
housemaid,married,secondary,no,40,4610,no,no,cellular,14,aug,154,2,-1,0,unknown,no
technician,divorced,secondary,no,47,691,no,no,cellular,14,aug,103,2,-1,0,unknown,no
technician,married,secondary,no,35,688,no,no,cellular,14,aug,137,2,-1,0,unknown,no
technician,single,tertiary,no,35,755,no,no,cellular,14,aug,125,2,-1,0,unknown,no
management,married,tertiary,no,48,2498,no,no,cellular,14,aug,98,2,-1,0,unknown,no
management,single,tertiary,no,33,3623,no,no,cellular,14,aug,107,2,-1,0,unknown,no
technician,married,secondary,no,56,2065,no,no,cellular,14,aug,71,2,-1,0,unknown,no
services,married,tertiary,no,55,64,yes,yes,cellular,14,aug,151,6,-1,0,unknown,no
self-employed,married,tertiary,no,31,414,no,no,cellular,14,aug,169,5,-1,0,unknown,no
management,married,tertiary,no,43,244,no,no,cellular,14,aug,167,2,-1,0,unknown,no
management,married,tertiary,no,44,6945,no,no,cellular,14,aug,114,3,-1,0,unknown,no
management,married,tertiary,no,41,1194,no,no,cellular,14,aug,50,5,-1,0,unknown,no
services,married,secondary,no,54,131,no,no,cellular,14,aug,252,2,-1,0,unknown,no
entrepreneur,divorced,secondary,no,56,179,no,no,cellular,14,aug,47,2,-1,0,unknown,no
management,single,secondary,no,35,1189,no,yes,cellular,14,aug,92,2,-1,0,unknown,no
technician,married,tertiary,no,30,910,no,no,cellular,14,aug,228,2,-1,0,unknown,no
management,single,tertiary,no,37,131,no,no,telephone,14,aug,293,2,-1,0,unknown,no
retired,married,primary,no,55,3334,no,no,cellular,14,aug,632,4,-1,0,unknown,yes
technician,married,secondary,no,36,25,no,no,cellular,14,aug,98,2,-1,0,unknown,no
management,married,tertiary,no,54,0,no,no,cellular,14,aug,260,7,-1,0,unknown,no
technician,single,secondary,no,30,2782,no,no,cellular,14,aug,205,2,-1,0,unknown,no
retired,married,secondary,no,57,663,no,no,cellular,14,aug,107,2,-1,0,unknown,no
technician,single,secondary,yes,34,-14,no,no,cellular,14,aug,85,2,-1,0,unknown,no
technician,married,secondary,no,59,316,no,no,cellular,14,aug,200,4,-1,0,unknown,no
technician,married,tertiary,no,39,99,no,no,cellular,14,aug,170,2,-1,0,unknown,no
retired,married,secondary,no,57,191,no,no,cellular,14,aug,127,4,-1,0,unknown,no
technician,divorced,secondary,no,47,2836,no,yes,cellular,14,aug,10,2,-1,0,unknown,no
management,married,tertiary,no,30,1165,yes,yes,cellular,14,aug,80,2,-1,0,unknown,no
management,single,tertiary,no,50,490,no,no,cellular,14,aug,273,5,-1,0,unknown,no
management,married,tertiary,no,47,3681,no,no,cellular,14,aug,101,2,-1,0,unknown,no
technician,married,secondary,no,57,2625,no,no,cellular,14,aug,465,2,-1,0,unknown,no
technician,single,tertiary,no,32,1038,no,no,cellular,14,aug,128,4,-1,0,unknown,no
technician,single,tertiary,no,40,539,no,no,cellular,14,aug,121,2,-1,0,unknown,no
technician,married,tertiary,no,34,8029,yes,no,cellular,14,aug,593,4,-1,0,unknown,yes
entrepreneur,married,tertiary,no,44,624,no,no,telephone,14,aug,552,2,-1,0,unknown,yes
management,single,tertiary,no,39,668,no,no,cellular,14,aug,297,2,-1,0,unknown,no
technician,single,tertiary,no,33,0,no,no,cellular,14,aug,93,2,-1,0,unknown,no
retired,married,secondary,no,58,188,no,no,cellular,14,aug,141,2,-1,0,unknown,no
services,married,secondary,no,60,2858,no,no,cellular,14,aug,155,2,-1,0,unknown,no
management,single,tertiary,no,35,0,no,yes,cellular,14,aug,370,4,-1,0,unknown,no
technician,single,tertiary,no,36,306,no,no,cellular,14,aug,111,2,-1,0,unknown,no
management,married,tertiary,no,36,867,no,no,cellular,14,aug,159,2,-1,0,unknown,no
management,single,tertiary,no,34,416,no,no,cellular,14,aug,1217,4,-1,0,unknown,no
blue-collar,married,primary,no,51,165,yes,no,telephone,14,aug,313,2,-1,0,unknown,no
services,single,tertiary,no,30,719,no,yes,cellular,14,aug,38,2,-1,0,unknown,no
services,married,secondary,no,50,961,no,yes,cellular,14,aug,757,4,-1,0,unknown,no
management,married,tertiary,no,37,4332,no,no,cellular,14,aug,213,2,-1,0,unknown,no
management,married,tertiary,no,32,972,no,no,cellular,14,aug,297,4,-1,0,unknown,no
management,married,tertiary,no,59,1857,no,no,cellular,14,aug,128,4,-1,0,unknown,no
management,single,tertiary,no,34,2205,no,no,cellular,14,aug,635,2,-1,0,unknown,no
blue-collar,married,secondary,no,49,322,no,no,cellular,14,aug,356,2,-1,0,unknown,no
blue-collar,divorced,secondary,no,41,388,no,no,cellular,14,aug,605,2,-1,0,unknown,no
blue-collar,married,unknown,no,52,51,no,no,cellular,14,aug,935,2,-1,0,unknown,no
technician,single,tertiary,no,42,171,no,no,cellular,14,aug,143,2,-1,0,unknown,no
housemaid,married,secondary,no,35,495,no,no,cellular,14,aug,414,4,-1,0,unknown,no
management,single,tertiary,no,33,336,no,no,cellular,14,aug,220,2,-1,0,unknown,no
management,single,tertiary,no,31,2227,no,no,cellular,14,aug,95,2,-1,0,unknown,no
technician,married,tertiary,no,32,943,no,no,cellular,14,aug,127,2,-1,0,unknown,no
technician,married,secondary,no,36,3579,no,no,cellular,14,aug,308,2,-1,0,unknown,no
management,divorced,tertiary,no,42,245,no,no,cellular,14,aug,103,2,-1,0,unknown,no
management,married,tertiary,no,48,1344,yes,yes,cellular,14,aug,69,6,-1,0,unknown,no
management,single,tertiary,no,31,10112,yes,no,cellular,14,aug,90,4,-1,0,unknown,no
retired,married,tertiary,no,56,811,no,no,cellular,14,aug,148,19,-1,0,unknown,no
management,married,tertiary,no,43,696,no,no,cellular,14,aug,110,8,-1,0,unknown,no
management,single,secondary,no,30,1299,no,no,cellular,14,aug,515,2,-1,0,unknown,no
management,married,tertiary,no,30,4022,no,no,cellular,14,aug,214,2,-1,0,unknown,no
management,single,tertiary,no,35,331,no,no,cellular,14,aug,857,2,-1,0,unknown,yes
technician,married,secondary,no,47,-9,no,no,cellular,14,aug,457,2,-1,0,unknown,no
technician,married,secondary,no,31,3322,yes,no,cellular,14,aug,421,2,-1,0,unknown,no
entrepreneur,married,tertiary,no,54,345,no,no,cellular,14,aug,183,6,-1,0,unknown,no
technician,married,secondary,no,39,311,no,no,cellular,14,aug,240,2,-1,0,unknown,no
management,single,secondary,no,30,135,no,no,cellular,14,aug,112,2,-1,0,unknown,no
technician,single,secondary,no,33,3264,no,no,cellular,14,aug,423,4,-1,0,unknown,no
management,married,tertiary,no,58,361,no,no,cellular,14,aug,503,2,-1,0,unknown,no
housemaid,married,primary,no,60,887,no,no,cellular,14,aug,95,2,-1,0,unknown,no
management,divorced,tertiary,no,54,3222,no,no,cellular,14,aug,67,2,-1,0,unknown,no
services,married,secondary,no,55,4263,no,no,cellular,14,aug,93,2,-1,0,unknown,no
housemaid,married,secondary,no,51,429,no,no,cellular,14,aug,230,2,-1,0,unknown,no
admin.,married,secondary,no,45,0,no,no,cellular,14,aug,113,2,-1,0,unknown,no
technician,single,tertiary,no,30,4561,yes,no,cellular,14,aug,103,2,-1,0,unknown,no
blue-collar,married,primary,no,47,673,no,yes,cellular,14,aug,106,6,-1,0,unknown,no
management,divorced,tertiary,no,39,1387,yes,no,cellular,14,aug,373,2,-1,0,unknown,no
management,single,tertiary,no,32,3616,no,no,cellular,14,aug,165,2,-1,0,unknown,no
blue-collar,married,primary,no,46,648,no,no,cellular,14,aug,59,4,-1,0,unknown,no
retired,married,secondary,no,57,209,no,no,cellular,14,aug,56,4,-1,0,unknown,no
blue-collar,married,primary,no,52,1949,no,no,cellular,14,aug,108,2,-1,0,unknown,no
management,single,tertiary,no,30,334,no,no,cellular,14,aug,144,2,-1,0,unknown,no
services,married,secondary,no,51,276,no,no,cellular,14,aug,80,2,-1,0,unknown,no
management,married,secondary,no,59,1021,no,no,cellular,14,aug,89,2,-1,0,unknown,no
management,single,tertiary,no,30,3905,no,no,cellular,14,aug,112,2,-1,0,unknown,no
technician,single,secondary,no,31,2916,no,no,cellular,14,aug,174,2,-1,0,unknown,no
management,single,tertiary,no,38,2813,no,no,cellular,14,aug,146,2,-1,0,unknown,no
blue-collar,married,unknown,no,55,213,no,no,cellular,14,aug,406,2,-1,0,unknown,no
housemaid,married,primary,no,34,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes
technician,single,secondary,no,39,102,yes,no,cellular,14,aug,272,2,-1,0,unknown,no
blue-collar,married,unknown,no,45,586,no,no,cellular,14,aug,168,2,-1,0,unknown,no
self-employed,married,secondary,no,42,68,no,no,cellular,14,aug,314,2,-1,0,unknown,no
services,married,secondary,no,57,1315,no,no,cellular,14,aug,260,2,-1,0,unknown,no
technician,married,tertiary,no,51,4455,no,no,telephone,14,aug,85,4,-1,0,unknown,no
technician,single,secondary,no,40,591,no,yes,cellular,14,aug,87,6,-1,0,unknown,no
blue-collar,married,secondary,no,47,232,yes,yes,cellular,14,aug,90,4,-1,0,unknown,no
technician,single,tertiary,no,34,6529,no,no,cellular,14,aug,505,2,-1,0,unknown,yes
housemaid,married,primary,no,44,882,no,no,telephone,14,aug,187,4,-1,0,unknown,no
technician,single,secondary,yes,30,-305,no,yes,cellular,14,aug,108,6,-1,0,unknown,no
services,married,secondary,no,46,1516,no,no,cellular,14,aug,133,4,-1,0,unknown,no
blue-collar,married,primary,no,61,1115,no,no,cellular,14,aug,197,4,-1,0,unknown,no
retired,married,primary,no,59,46,no,no,cellular,14,aug,78,2,-1,0,unknown,no
admin.,married,secondary,no,50,697,no,no,cellular,14,aug,118,4,-1,0,unknown,no
management,divorced,tertiary,no,37,896,no,yes,cellular,14,aug,343,2,-1,0,unknown,no
management,married,tertiary,no,31,2344,yes,no,cellular,14,aug,221,6,-1,0,unknown,no
technician,divorced,secondary,no,57,372,no,no,cellular,14,aug,280,4,-1,0,unknown,no
blue-collar,married,secondary,no,56,1119,yes,no,cellular,14,aug,265,2,-1,0,unknown,no
retired,married,primary,no,58,3,no,no,cellular,14,aug,158,2,-1,0,unknown,no
technician,single,secondary,no,35,663,no,yes,cellular,14,aug,215,2,-1,0,unknown,no
management,single,tertiary,no,33,637,no,no,cellular,14,aug,206,2,-1,0,unknown,no
management,single,tertiary,no,32,1512,no,yes,cellular,14,aug,133,4,-1,0,unknown,no
management,married,tertiary,no,43,4016,yes,no,cellular,14,aug,159,2,-1,0,unknown,no
technician,single,secondary,no,36,318,no,no,cellular,14,aug,924,4,-1,0,unknown,no
housemaid,married,primary,no,45,0,no,no,cellular,14,aug,195,2,-1,0,unknown,no
management,single,tertiary,no,48,4558,no,no,cellular,14,aug,145,2,-1,0,unknown,no
management,married,tertiary,no,38,-498,no,no,cellular,14,aug,85,6,-1,0,unknown,no
technician,single,secondary,no,40,282,yes,no,cellular,14,aug,70,4,-1,0,unknown,no
blue-collar,married,secondary,no,45,0,no,no,cellular,14,aug,215,2,-1,0,unknown,no
management,married,tertiary,no,43,2616,yes,no,cellular,14,aug,301,5,-1,0,unknown,no
blue-collar,married,primary,no,46,2118,no,no,telephone,14,aug,64,2,-1,0,unknown,no
technician,single,tertiary,no,33,3255,no,no,telephone,14,aug,214,4,-1,0,unknown,no
self-employed,married,tertiary,no,43,423,no,no,cellular,14,aug,3322,2,-1,0,unknown,no
services,married,secondary,no,49,1314,no,no,cellular,14,aug,834,14,-1,0,unknown,yes
management,married,tertiary,no,60,759,no,no,cellular,14,aug,136,2,-1,0,unknown,no
management,married,tertiary,no,42,36,no,no,cellular,14,aug,366,2,-1,0,unknown,no
technician,married,secondary,no,30,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown,yes
management,married,secondary,no,48,141,no,no,cellular,14,aug,208,8,-1,0,unknown,no
management,married,tertiary,no,32,169,no,no,telephone,14,aug,698,2,-1,0,unknown,yes
housemaid,married,secondary,no,60,5,no,no,cellular,14,aug,433,5,-1,0,unknown,no
management,married,tertiary,no,32,2349,no,no,cellular,14,aug,134,5,-1,0,unknown,no
management,married,tertiary,no,30,0,no,no,cellular,14,aug,95,2,-1,0,unknown,no
entrepreneur,divorced,tertiary,no,42,626,yes,no,cellular,14,aug,201,2,-1,0,unknown,no
housemaid,married,unknown,no,60,491,no,no,cellular,14,aug,503,4,-1,0,unknown,no
management,single,tertiary,no,32,20,no,no,cellular,14,aug,1151,2,-1,0,unknown,yes
blue-collar,married,secondary,no,49,0,no,no,cellular,14,aug,189,4,-1,0,unknown,no
blue-collar,married,primary,no,46,1533,no,yes,cellular,14,aug,168,4,-1,0,unknown,no
blue-collar,married,secondary,no,46,0,no,no,cellular,14,aug,61,4,-1,0,unknown,no
technician,married,secondary,no,33,852,no,no,cellular,14,aug,388,8,-1,0,unknown,no
management,divorced,tertiary,no,51,311,no,no,telephone,14,aug,122,2,-1,0,unknown,no
housemaid,married,tertiary,no,34,401,no,no,cellular,14,aug,448,4,-1,0,unknown,no
management,married,tertiary,no,30,1384,yes,no,telephone,14,aug,60,2,-1,0,unknown,no
technician,single,tertiary,no,32,6284,no,no,cellular,14,aug,167,8,-1,0,unknown,no
self-employed,married,primary,no,46,3262,no,no,cellular,14,aug,77,8,-1,0,unknown,no
services,married,secondary,no,48,300,no,no,cellular,14,aug,350,4,-1,0,unknown,no
retired,married,secondary,no,57,6610,no,no,cellular,14,aug,449,2,-1,0,unknown,no
technician,divorced,secondary,no,44,0,yes,yes,cellular,14,aug,388,2,-1,0,unknown,no
technician,married,secondary,no,38,167,no,no,cellular,14,aug,145,2,-1,0,unknown,no
technician,married,secondary,no,32,-1,no,no,cellular,14,aug,153,6,-1,0,unknown,no
retired,divorced,tertiary,no,59,-134,no,no,cellular,14,aug,217,4,-1,0,unknown,no
blue-collar,married,primary,no,47,584,yes,yes,cellular,14,aug,337,2,-1,0,unknown,no
management,married,tertiary,no,34,3031,no,no,cellular,14,aug,94,6,-1,0,unknown,no
housemaid,married,secondary,no,33,8,yes,no,cellular,14,aug,425,4,-1,0,unknown,no
management,married,tertiary,no,36,2195,no,no,cellular,14,aug,377,4,-1,0,unknown,no
services,married,secondary,no,47,-150,no,no,cellular,14,aug,52,4,-1,0,unknown,no
blue-collar,married,primary,no,56,8163,no,no,cellular,14,aug,1231,4,-1,0,unknown,yes
technician,married,tertiary,no,44,0,no,no,cellular,14,aug,41,2,-1,0,unknown,no
unknown,married,unknown,no,49,301,no,no,cellular,14,aug,789,2,-1,0,unknown,no
management,married,tertiary,no,60,3387,no,no,cellular,14,aug,636,2,-1,0,unknown,no
technician,single,secondary,no,31,31868,no,no,telephone,14,aug,34,6,-1,0,unknown,no
management,single,tertiary,no,30,114,no,no,cellular,14,aug,65,4,-1,0,unknown,no
admin.,married,secondary,no,47,310,yes,yes,telephone,14,aug,128,6,-1,0,unknown,no
technician,married,tertiary,no,32,1559,yes,yes,cellular,14,aug,144,7,-1,0,unknown,no
management,divorced,tertiary,no,44,347,yes,yes,cellular,14,aug,63,2,-1,0,unknown,no
blue-collar,married,secondary,no,57,4597,yes,no,cellular,14,aug,170,4,-1,0,unknown,no
management,married,tertiary,no,51,25856,no,no,cellular,14,aug,129,2,-1,0,unknown,no
self-employed,married,secondary,no,42,0,no,no,cellular,14,aug,277,4,-1,0,unknown,no
self-employed,married,secondary,no,50,1138,no,no,cellular,14,aug,219,10,-1,0,unknown,no
technician,married,secondary,no,42,688,no,no,cellular,14,aug,38,2,-1,0,unknown,no
technician,married,tertiary,no,52,104,no,no,cellular,14,aug,244,2,-1,0,unknown,no
management,married,tertiary,no,39,2985,no,no,cellular,14,aug,91,2,-1,0,unknown,no
technician,married,secondary,no,37,588,yes,no,cellular,14,aug,65,4,-1,0,unknown,no
technician,single,secondary,no,34,124,no,no,telephone,14,aug,31,2,-1,0,unknown,no
management,single,tertiary,no,30,409,yes,no,cellular,14,aug,120,4,-1,0,unknown,no
services,single,secondary,no,30,188,no,no,cellular,14,aug,49,2,-1,0,unknown,no
technician,divorced,secondary,no,46,0,no,no,telephone,14,aug,135,8,-1,0,unknown,no
self-employed,married,tertiary,no,32,1464,no,no,telephone,14,aug,133,2,-1,0,unknown,no
retired,married,secondary,no,59,385,no,yes,telephone,14,aug,365,2,-1,0,unknown,no
management,married,tertiary,no,51,-892,yes,yes,cellular,14,aug,248,2,-1,0,unknown,no
management,married,tertiary,no,35,-547,yes,no,cellular,14,aug,101,2,-1,0,unknown,no
management,divorced,tertiary,no,51,71,yes,no,cellular,14,aug,178,2,-1,0,unknown,no
technician,married,secondary,no,36,465,no,no,cellular,14,aug,85,1,-1,0,unknown,no
blue-collar,married,primary,no,58,494,no,no,cellular,14,aug,171,10,-1,0,unknown,no
services,married,secondary,no,45,567,yes,no,telephone,14,aug,234,3,-1,0,unknown,no
management,married,tertiary,no,33,4728,no,no,cellular,14,aug,110,3,-1,0,unknown,no
management,single,tertiary,no,50,1200,no,no,cellular,14,aug,904,3,-1,0,unknown,yes
management,married,tertiary,no,34,1262,no,no,cellular,14,aug,478,1,-1,0,unknown,no
self-employed,married,tertiary,no,58,584,yes,no,cellular,14,aug,124,3,-1,0,unknown,no
management,divorced,tertiary,no,34,0,no,no,cellular,14,aug,227,3,-1,0,unknown,no
technician,single,tertiary,no,30,0,no,yes,telephone,14,aug,226,3,-1,0,unknown,no
technician,married,secondary,no,34,883,no,no,cellular,14,aug,163,3,-1,0,unknown,no
technician,single,secondary,no,30,710,no,no,cellular,14,aug,306,8,-1,0,unknown,no
services,married,secondary,no,48,125,no,no,cellular,14,aug,89,7,-1,0,unknown,no
housemaid,married,secondary,no,58,2705,no,no,telephone,14,aug,137,1,-1,0,unknown,no
housemaid,married,primary,no,60,15,no,no,cellular,14,aug,244,1,-1,0,unknown,no
management,married,tertiary,no,45,0,no,no,cellular,14,aug,64,2,-1,0,unknown,no
retired,divorced,secondary,yes,58,-397,no,yes,cellular,14,aug,386,1,-1,0,unknown,no
housemaid,married,secondary,no,42,327,no,no,cellular,14,aug,110,1,-1,0,unknown,no
blue-collar,married,primary,no,48,-83,no,no,cellular,14,aug,136,3,-1,0,unknown,no
housemaid,married,primary,no,57,1969,no,no,cellular,14,aug,286,3,-1,0,unknown,no
technician,married,secondary,no,36,-393,no,no,telephone,14,aug,119,4,-1,0,unknown,no
blue-collar,married,primary,no,52,66653,no,no,cellular,14,aug,109,3,-1,0,unknown,no
technician,married,secondary,no,37,448,no,no,cellular,14,aug,86,3,-1,0,unknown,no
retired,married,primary,no,60,97,no,no,cellular,14,aug,210,4,-1,0,unknown,no
management,divorced,tertiary,no,45,2307,no,no,cellular,14,aug,126,3,-1,0,unknown,no
services,married,secondary,no,58,8136,yes,no,cellular,14,aug,314,3,-1,0,unknown,no
management,single,secondary,no,32,1473,no,no,cellular,14,aug,253,7,-1,0,unknown,no
technician,single,secondary,no,32,303,no,no,cellular,14,aug,390,3,-1,0,unknown,no
technician,married,secondary,no,31,547,no,no,cellular,14,aug,204,6,-1,0,unknown,no
management,married,tertiary,no,51,7197,no,no,cellular,14,aug,45,5,-1,0,unknown,no
blue-collar,married,primary,no,45,147,no,no,cellular,14,aug,109,3,-1,0,unknown,no
management,single,tertiary,no,34,454,no,no,cellular,14,aug,76,3,-1,0,unknown,no
unemployed,single,tertiary,no,33,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown,yes
blue-collar,married,secondary,no,31,401,no,no,cellular,14,aug,96,3,-1,0,unknown,no
technician,single,secondary,no,32,1732,yes,no,cellular,14,aug,1871,3,-1,0,unknown,yes
management,married,tertiary,no,46,3,no,no,cellular,18,aug,92,4,-1,0,unknown,no
blue-collar,married,secondary,no,46,456,no,yes,cellular,18,aug,618,6,-1,0,unknown,yes
management,single,tertiary,no,35,51,no,no,cellular,18,aug,90,5,-1,0,unknown,no
technician,single,tertiary,no,45,0,no,no,cellular,18,aug,773,4,-1,0,unknown,yes
entrepreneur,married,secondary,no,49,687,no,no,cellular,18,aug,65,6,-1,0,unknown,no
admin.,married,secondary,no,48,112,no,no,cellular,18,aug,139,5,-1,0,unknown,no
management,married,tertiary,no,52,576,no,no,cellular,18,aug,762,3,-1,0,unknown,yes
blue-collar,married,secondary,no,45,240,no,no,cellular,18,aug,181,7,-1,0,unknown,no
blue-collar,married,primary,no,60,493,no,no,cellular,18,aug,671,4,-1,0,unknown,yes
technician,single,secondary,no,32,3586,no,no,cellular,18,aug,71,3,-1,0,unknown,no
technician,married,secondary,no,51,47,no,no,cellular,18,aug,54,4,-1,0,unknown,no
management,divorced,tertiary,no,48,869,no,no,cellular,18,aug,48,6,-1,0,unknown,no
management,single,tertiary,no,31,4247,no,no,cellular,18,aug,131,3,-1,0,unknown,no
management,single,tertiary,no,30,44,no,no,cellular,18,aug,82,4,-1,0,unknown,no
retired,married,secondary,no,57,2774,no,no,cellular,18,aug,299,6,-1,0,unknown,no
technician,single,tertiary,no,32,3818,no,no,cellular,18,aug,100,4,-1,0,unknown,no
management,married,tertiary,no,34,724,no,no,cellular,18,aug,92,7,-1,0,unknown,no
self-employed,married,secondary,no,33,0,no,no,cellular,18,aug,73,7,-1,0,unknown,no
management,married,tertiary,no,47,682,no,no,cellular,18,aug,638,6,-1,0,unknown,yes
technician,single,secondary,no,32,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
blue-collar,married,primary,no,55,3485,no,no,cellular,18,aug,625,4,-1,0,unknown,yes
technician,married,secondary,no,35,-1041,yes,yes,cellular,18,aug,105,4,-1,0,unknown,no
management,married,tertiary,no,37,984,yes,no,cellular,18,aug,180,4,-1,0,unknown,no
self-employed,married,tertiary,no,49,271,yes,no,cellular,18,aug,140,4,-1,0,unknown,no
housemaid,married,unknown,no,60,5421,no,no,cellular,18,aug,458,4,-1,0,unknown,no
blue-collar,married,secondary,no,54,10,yes,no,cellular,18,aug,195,4,-1,0,unknown,no
retired,married,secondary,no,60,7,no,yes,cellular,18,aug,87,5,-1,0,unknown,no
retired,married,primary,no,59,574,no,no,cellular,18,aug,197,6,-1,0,unknown,no
self-employed,married,secondary,no,59,0,no,no,cellular,18,aug,203,4,-1,0,unknown,no
blue-collar,married,primary,no,52,1271,no,no,cellular,18,aug,131,3,-1,0,unknown,no
housemaid,married,secondary,no,48,4,no,no,cellular,18,aug,68,4,-1,0,unknown,no
housemaid,married,secondary,no,58,519,no,no,cellular,18,aug,251,4,-1,0,unknown,no
blue-collar,married,secondary,no,52,6429,no,no,telephone,18,aug,138,4,-1,0,unknown,no
